age,income,loanamount,monthsemployed,interestrate
45,35701,146516,82,3.27
55,131490,21002,62,7.59
56,129695,179880,92,23.72
46,67375,180412,1,11.14
47,112698,142399,24,24.03
24,112214,78376,82,22.05
55,67569,185168,94,21.31
30,39949,208619,13,5.67
56,20490,237984,83,18.87
64,106473,200596,59,24.34
41,135327,54180,82,6.88
47,88871,96026,31,9.96
51,97751,20523,7,13.59
33,72028,191882,16,24.62
58,144154,50809,47,3.35
40,35094,78962,43,2.32
26,48969,150262,41,15.87
66,101749,100336,8,4.05
65,75274,185112,28,11.15
60,32138,144879,80,16.22
42,124963,98418,27,3.1
65,107672,243361,89,3.94
29,52380,9075,12,8.22
63,137252,216728,68,7.13
27,88370,220843,53,19.67
31,25353,54922,5,23.5
47,31290,207815,44,8.02
22,75723,205973,76,20.08
65,66719,121440,46,20.47
33,121306,159904,96,3.0
23,131859,47357,92,5.22
59,20421,126244,29,18.97
30,149299,178132,69,23.06
47,131346,223850,56,2.78
47,133970,197772,43,21.57
48,25509,150760,1,7.76
68,108531,227283,107,22.73
43,88614,13510,27,5.49
31,62588,174730,2,3.76
46,45677,165944,83,18.22
64,42297,46131,57,3.76
34,140081,42531,2,5.03
42,20986,221631,41,2.81
52,20553,145673,35,7.82
59,119905,65170,96,4.55
52,40828,114462,32,20.17
28,102449,113907,117,3.36
69,148160,31978,82,11.75
45,84326,205917,64,16.97
22,49744,21421,41,2.32
41,56516,75102,23,24.55
57,116077,126618,22,2.31
18,139598,197322,91,11.18
43,48746,21009,26,22.55
64,74060,174134,85,20.16
45,123127,25315,8,11.41
25,58781,127657,119,20.93
38,16391,77594,45,13.38
52,72370,15228,60,8.37
59,118254,38135,66,3.8
54,110127,175464,101,2.76
22,147820,48183,22,14.62
63,60237,10758,93,15.33
50,32728,112947,83,3.03
44,147510,142373,108,16.89
30,118213,100440,82,24.53
58,60016,189644,93,23.55
38,40976,33313,108,16.66
67,24651,98152,103,7.43
19,15134,31459,0,2.64
24,92236,239728,102,20.18
38,80730,53345,93,14.57
69,17243,155871,28,22.21
51,48100,80049,115,19.4
61,133000,81832,83,12.0
53,50127,59308,92,2.89
63,139033,51146,7,5.21
21,93442,210562,96,8.77
58,105137,150680,18,20.7
47,56057,59864,73,4.61
56,137005,238968,59,23.35
62,95245,143431,116,21.0
41,45867,208419,50,11.89
50,134659,170518,9,22.35
40,101348,144591,50,8.91
51,99955,135748,18,6.15
29,75719,77207,117,16.96
41,58571,46980,50,3.12
38,66304,221664,103,19.58
53,64347,111216,96,22.71
22,32609,246034,10,15.01
60,130142,44659,116,19.44
66,78306,165757,86,8.78
54,133964,11109,59,20.41
63,22993,214697,42,12.62
64,42344,162809,52,9.73
59,139592,15679,10,6.47
38,137791,135534,40,15.24
22,34756,123628,89,21.36
20,86814,39838,29,20.43
22,27940,80385,49,24.75
33,28944,153581,68,23.24
37,51059,113936,73,10.36
39,38763,123437,54,10.95
36,43496,180296,82,24.8
20,112174,87897,90,16.24
59,57108,49077,42,4.99
30,47161,50213,46,4.96
45,131701,224175,0,22.99
55,107569,50042,114,14.46
22,92215,162201,65,14.49
57,67500,236569,113,17.61
57,18548,225147,57,21.04
26,58925,55221,53,23.23
65,55727,213175,117,23.5
57,129755,205769,54,11.51
54,29399,238797,79,16.96
28,19428,132146,8,23.17
47,35656,220225,53,23.33
46,123565,47383,39,21.55
57,124699,120386,70,17.12
54,126721,241320,98,7.84
52,55794,210286,74,15.93
57,29600,190011,62,8.76
40,22975,246708,70,10.88
58,73730,245361,83,7.53
40,32179,190929,89,21.24
21,138007,148685,70,8.49
31,108516,159193,8,6.52
18,147953,170972,107,24.88
36,135151,106806,57,22.31
65,56321,48730,39,8.89
30,56992,225042,112,3.22
45,33495,100067,47,5.0
27,19728,146364,61,5.1
44,55881,36800,13,16.96
53,22142,19968,1,18.2
58,147808,80759,109,18.59
61,32034,145130,60,3.64
37,93954,236644,64,22.65
41,20517,232575,37,24.75
53,31756,119135,39,15.51
40,84443,8389,58,7.4
31,63846,209310,117,19.59
23,49695,5203,70,22.1
43,135515,173409,77,2.81
67,35517,205883,72,22.84
37,42875,147862,105,22.88
44,93782,172981,62,7.36
30,55284,223374,10,17.77
39,118358,141134,13,12.74
64,126275,93264,104,15.69
50,35625,57708,85,8.46
69,134139,172855,74,5.06
33,124202,223781,2,7.18
30,53063,106560,95,4.71
21,143764,63305,88,19.22
64,130963,77571,1,19.32
54,71862,245395,10,3.08
53,22091,98566,84,22.35
33,130479,183935,112,15.12
44,42406,212475,61,22.26
19,28595,247630,118,5.45
42,29285,130684,107,9.0
69,139339,5857,109,4.1
43,125752,99954,90,9.38
29,48302,245910,61,8.34
34,138731,8592,57,11.01
43,66748,144583,39,7.98
56,71251,106022,112,10.98
35,133413,126467,22,2.46
45,63915,195473,71,21.29
47,35686,60492,49,9.66
36,135469,72613,41,15.72
35,47413,249436,88,12.81
55,44674,223623,50,7.8
48,119081,46617,83,5.99
20,103069,21262,102,3.95
27,123366,160123,81,7.8
34,97258,166647,85,9.72
24,77940,83260,83,10.96
69,112576,175963,66,10.46
58,69105,132306,20,10.48
51,108728,236010,118,14.73
40,114808,192303,79,19.84
25,120678,216184,81,11.54
66,121191,148771,56,24.94
38,123246,152847,91,15.56
59,139325,111981,117,3.2
31,96962,240876,76,22.72
67,24813,218482,79,3.82
58,113473,234639,45,12.2
43,134072,175934,28,18.88
52,96661,86689,13,6.83
37,142498,231431,5,13.56
38,123464,8644,19,8.89
53,72312,206827,49,24.64
55,88112,113951,69,13.6
18,134986,114912,93,5.04
23,72191,36808,106,15.85
68,17780,96195,85,18.54
29,39238,224965,104,4.33
42,83422,187919,45,10.72
46,47639,186183,58,19.56
32,64139,247901,64,3.89
28,101526,58138,71,12.64
32,106387,101321,81,20.42
49,130496,248766,113,19.02
52,22785,53105,31,12.18
54,133575,72272,71,10.18
18,99060,212406,44,10.35
60,114045,193899,85,8.5
31,142666,79144,115,24.12
23,36529,157015,24,22.98
33,58597,154167,90,4.65
50,132144,158042,33,16.77
62,127984,89498,9,16.48
38,115157,177787,77,19.36
39,57188,175716,65,12.07
29,32773,229285,58,22.48
19,120142,191021,50,7.34
26,72914,7437,61,16.56
60,72074,199436,80,13.94
41,95503,154249,70,2.26
55,35648,128081,5,3.21
59,92964,179092,40,8.18
63,27894,123475,55,20.69
69,37902,223986,41,11.48
28,35066,195076,8,5.64
51,23580,42867,75,10.84
42,36555,175581,86,18.65
34,85494,92292,47,20.75
61,133552,147068,53,12.32
44,109646,169966,34,9.01
25,46761,214348,102,24.37
23,55522,37340,72,13.26
23,59549,64427,110,19.91
33,128583,29640,115,24.13
51,44168,193457,3,22.07
39,96388,31455,102,24.96
29,34745,72557,46,14.35
38,98384,151963,45,17.59
24,98749,230902,111,5.82
24,141078,112769,26,2.29
52,140664,97595,37,17.89
45,98504,25633,66,8.98
65,116403,191214,74,24.6
40,61655,173235,91,20.17
60,142977,212479,52,24.22
31,81550,56962,101,10.83
38,140058,192262,28,20.78
19,60217,16177,94,21.04
42,40017,102468,1,17.95
61,45106,23092,37,5.09
18,43151,216037,42,2.79
18,136503,223694,22,6.19
37,83545,215726,38,7.27
31,110479,118432,35,17.75
59,46687,43004,91,4.4
18,46239,39265,68,18.43
67,126687,9800,119,10.33
65,142755,50227,116,22.34
51,81451,106119,103,15.02
59,123504,20966,50,18.95
28,38071,213217,89,13.41
38,134225,129679,43,20.38
64,98433,6625,87,14.32
30,41035,134880,115,3.27
42,136517,88459,88,7.71
44,134857,43093,107,13.3
40,87199,187535,5,23.07
29,29600,230651,42,21.91
47,50595,183179,84,7.58
29,65220,59112,65,13.6
23,59204,8671,21,22.07
42,52638,188899,32,16.63
42,138162,166869,104,12.68
47,112553,214462,29,9.76
56,20939,118010,47,12.79
32,50605,157681,104,10.64
29,16548,63489,7,23.09
28,120054,104740,94,21.25
62,105189,215324,68,14.2
37,31554,185142,88,24.01
48,99331,171425,37,14.84
22,95466,63110,94,14.88
23,74818,151742,74,22.02
52,24557,99481,93,2.24
61,147670,139586,25,20.27
38,53424,171684,28,15.94
63,90688,136092,17,4.35
24,44877,181609,23,18.96
33,87516,21443,51,11.2
19,135254,74459,18,4.31
24,147727,235753,62,10.28
53,50345,68763,105,21.03
69,100662,89923,22,24.03
66,51265,62879,26,10.02
45,131731,67608,5,21.78
29,117864,164297,25,9.1
49,119650,177869,16,8.59
22,114410,182172,2,6.65
35,138085,10042,104,4.82
31,21315,138268,9,15.16
67,27493,82569,74,18.77
23,131722,155894,102,18.31
41,100892,49917,102,21.94
46,149040,27742,119,16.6
55,78171,166176,48,11.8
18,132548,39297,84,8.98
20,95728,164114,107,18.56
50,39520,239235,35,4.05
45,78630,95518,85,23.69
53,23961,236533,94,20.74
60,100827,31325,84,7.89
69,60775,118960,76,12.44
65,119333,120760,46,10.78
43,77656,205096,52,24.57
44,65695,218887,109,3.3
37,65137,147049,98,11.05
38,17968,78072,95,20.97
20,84506,192936,53,23.37
31,133698,183605,114,3.73
27,31544,59605,13,21.15
56,73344,33682,23,11.17
34,51947,234162,39,4.01
43,41508,227864,118,14.52
26,35572,33421,116,13.64
49,19169,154737,36,6.93
51,58204,44321,42,16.73
25,131456,32720,116,11.73
50,25115,223858,71,19.23
21,136663,239162,110,23.4
63,104505,12610,105,12.39
59,136540,169441,25,8.52
33,37271,222490,76,12.86
40,143553,27071,82,24.0
66,28031,54960,25,11.91
43,63613,25700,32,9.48
67,142382,19206,56,13.81
32,29632,126798,55,5.09
29,79135,168487,56,19.69
32,123268,91444,109,8.27
60,81856,118185,32,12.74
28,77778,217397,11,5.58
32,140196,61782,101,13.73
29,43305,163646,60,6.77
68,103212,102164,18,11.12
37,145393,220935,90,4.76
28,113797,15281,102,9.69
27,133569,80981,54,9.2
42,134229,27929,55,15.07
28,144591,166403,9,15.57
46,43848,96223,21,12.4
47,75671,92170,21,24.89
42,85261,88944,20,15.23
29,33708,27141,69,7.41
49,45340,41795,37,23.54
64,63431,202778,26,21.04
18,142516,168912,61,11.03
65,31546,143597,9,16.2
68,30068,14587,51,21.85
40,94366,49952,95,7.27
29,24912,87097,55,7.48
47,122117,36292,13,20.27
44,57768,68328,37,4.64
19,41798,234692,103,21.54
43,120411,227875,32,24.15
54,108324,103325,106,16.19
67,35661,9637,32,10.61
52,45063,246542,65,6.02
29,92070,128497,58,21.81
24,62519,122318,4,13.19
32,75167,92408,90,9.39
66,55453,200320,51,11.03
55,141512,114168,66,17.29
28,136852,79220,64,23.29
32,143265,156009,33,3.65
55,116162,67115,34,19.76
68,20412,107845,21,6.23
25,106857,248090,95,5.51
40,28986,55312,48,8.0
30,32504,61194,89,22.09
32,66076,23601,47,19.95
33,48573,161085,37,20.77
64,109927,45191,36,21.04
34,28391,197247,83,6.22
37,92275,50979,62,21.24
61,147154,76640,51,20.83
60,129774,224591,103,4.06
49,17624,194466,86,3.27
59,125085,164352,55,13.88
54,92658,161739,18,20.24
27,55854,199888,118,12.28
19,111309,44177,41,11.85
60,119775,52712,86,19.49
42,146326,121738,32,17.89
26,143202,210224,27,2.18
66,81193,129178,29,17.08
66,121762,141162,59,6.83
47,27070,9078,112,8.79
64,24410,76437,89,20.34
23,83032,177905,76,13.39
24,97712,172803,22,11.71
44,109828,85414,110,19.85
63,123517,188960,57,13.23
22,136535,235497,69,3.71
67,42170,240196,104,14.73
33,135236,150347,29,3.47
61,55217,249181,72,17.4
42,111856,222478,16,17.9
34,118837,200344,23,15.41
61,124388,246175,117,11.28
49,87099,109292,116,19.17
30,103446,32446,82,8.0
45,137568,166958,38,15.91
35,134297,53895,13,2.17
47,44555,46758,24,4.61
24,17928,19604,62,24.5
22,18730,237031,74,13.6
53,145011,75140,78,24.49
33,67382,84140,25,11.77
20,134750,238579,49,22.96
59,31381,100990,114,22.14
35,136981,57763,89,14.39
48,73230,244095,81,6.53
25,112600,128032,32,12.16
28,117533,223106,21,4.07
20,92835,76382,6,18.2
53,75126,192972,50,19.5
38,65985,78513,2,13.12
18,138374,204637,77,20.54
37,34043,131595,12,20.71
67,44559,149058,56,11.16
27,51356,46226,56,20.61
67,122869,10746,90,24.08
23,39837,168712,90,5.16
32,35862,211571,92,13.6
52,147564,38292,51,12.57
59,124304,189203,105,19.38
54,146903,244106,67,9.68
31,69917,111686,116,5.23
40,43255,146591,57,21.11
54,34632,150622,117,15.54
22,36845,29927,43,18.38
62,17624,55934,10,8.86
27,142086,31253,44,3.84
29,137914,202898,32,3.83
38,144408,212697,16,17.56
65,32823,203163,3,8.67
23,125623,69593,116,22.74
25,28677,89411,67,11.48
23,66808,203019,8,22.97
46,57472,72980,101,22.44
28,92306,193133,17,5.59
24,49997,171631,117,5.8
40,113344,98065,107,5.82
43,73796,196485,64,23.79
48,135694,145697,107,11.79
25,53741,152036,115,17.15
37,78449,153993,6,20.28
58,100012,183702,29,8.65
60,118294,23821,70,4.19
37,38968,202599,117,3.38
30,91899,111272,62,5.43
62,127681,60793,27,9.54
21,77998,70707,96,23.03
41,117320,86853,77,12.99
22,99631,105577,17,20.43
46,28780,192951,94,24.19
32,62528,29042,63,16.26
39,142650,161824,55,19.62
37,63669,58106,117,7.87
31,97272,70368,50,5.92
32,130674,177125,42,3.93
21,129494,80715,39,3.89
18,61611,28277,84,5.64
53,104028,79318,114,7.26
48,127090,106104,95,24.13
51,121759,199310,24,2.18
38,106737,16808,82,13.74
34,141307,211219,30,6.6
28,16791,50858,79,12.41
61,130054,64146,111,5.98
68,86904,230774,47,3.16
34,27062,153325,46,21.95
35,39615,228555,1,22.59
25,62685,187514,73,23.52
60,27430,132293,44,9.08
50,71319,158878,103,2.49
37,69725,120730,102,4.64
28,63131,41636,76,7.4
21,24833,13758,52,15.03
43,32129,119363,5,2.13
19,124475,231297,59,21.31
57,84009,35537,112,4.39
52,23876,11895,67,14.8
29,57483,30723,54,8.53
25,39404,120735,100,18.99
35,87607,229727,19,20.5
59,118985,228891,37,21.53
57,58746,101738,28,22.36
40,24208,14210,24,22.15
63,62427,235424,29,22.09
18,64640,113453,9,23.29
20,122533,65069,41,9.64
66,30960,104680,48,3.61
64,54409,123949,20,9.41
54,118549,228337,95,19.18
24,15533,85415,1,4.41
31,17402,155045,34,12.02
58,58329,85590,58,10.98
38,95523,61960,87,9.15
34,46871,158498,70,3.16
66,24377,198893,46,22.18
41,138775,44025,86,16.14
25,96047,67062,17,23.01
33,63399,117382,117,10.11
28,65661,226260,15,17.48
54,84759,230419,43,5.18
50,122564,225080,10,7.93
45,90424,189925,117,22.65
69,116147,231055,108,18.12
24,56820,38598,99,14.43
66,148186,53350,99,4.16
31,103252,110586,2,6.67
65,41017,108778,74,3.52
64,135264,95770,35,12.2
58,55727,102028,59,8.09
38,64805,28470,65,13.12
60,94909,67601,114,19.37
53,16623,64599,93,21.3
60,60103,192855,28,6.35
66,38497,17790,113,18.82
68,89854,219462,77,22.5
40,72263,108430,97,4.67
55,52357,119011,47,2.03
36,57894,46079,11,17.17
19,118140,29804,51,22.25
26,69377,169702,101,21.27
46,131350,242520,64,14.94
30,123875,7291,18,17.44
36,92585,51151,73,17.08
33,42756,54650,74,20.57
65,95426,26933,65,2.23
61,16810,198716,102,20.26
32,131261,82328,0,21.84
23,111884,105515,28,14.29
44,65424,204012,81,7.07
34,96160,87458,20,21.68
25,48184,187072,37,7.12
52,87482,136854,19,6.81
53,22203,186890,58,5.02
56,118881,25653,15,15.64
37,50779,15703,0,16.48
61,136283,140014,61,6.93
48,20520,165075,17,6.67
29,140915,117475,74,6.85
46,111642,244562,11,8.9
41,108056,164088,54,20.37
39,129093,102668,38,11.85
67,147182,125524,54,22.76
28,84298,195526,114,19.95
59,51832,148675,19,18.68
68,71547,144495,107,17.48
50,57841,125418,100,6.21
52,73791,158811,36,6.77
24,104296,160550,107,13.39
43,80119,214523,1,12.09
34,115110,47160,28,13.92
33,117857,95715,46,6.16
25,147989,109874,86,3.52
56,116346,221685,104,4.43
20,64363,50381,11,15.63
38,124825,182341,40,2.17
49,15557,227568,25,7.99
36,141140,244642,101,20.03
55,145050,42636,89,2.81
47,110765,100924,63,4.84
67,122417,117053,36,15.49
33,36964,201843,48,14.34
45,92812,135087,117,9.97
67,41505,168405,14,8.44
56,76983,114281,49,8.45
65,50798,161332,60,2.87
26,134737,20257,109,24.13
69,112280,111528,53,22.19
21,129161,130056,112,24.53
19,40659,50205,15,11.0
57,37615,52282,56,18.93
38,45064,171946,111,9.21
28,139211,113250,82,3.28
53,140654,171104,117,7.46
67,21010,220448,75,17.75
39,71139,93295,51,17.18
47,79327,178092,110,24.48
35,143818,70549,72,12.31
23,139375,126017,101,15.03
25,59150,35895,75,4.39
48,36923,107305,65,21.02
30,147322,86627,104,18.13
59,24200,56984,37,21.28
62,22072,89402,56,12.96
31,89272,22167,98,5.19
36,148909,168908,79,16.25
22,75807,170295,33,6.47
55,108289,45301,89,19.63
52,28096,181009,92,23.82
29,43112,131786,5,12.05
36,123667,38009,72,22.29
34,138224,97165,12,9.69
56,86198,48167,39,16.76
35,17277,62082,57,24.58
54,15584,84946,8,3.09
46,110343,83341,30,22.13
38,133455,242890,47,4.87
20,108316,174616,21,13.42
58,17136,112716,91,16.72
69,89830,55931,53,13.36
48,96697,66086,71,9.8
55,64782,64352,90,5.88
53,67074,152275,29,3.15
57,97311,76657,110,3.09
37,130163,197191,60,18.79
21,46446,34285,20,17.31
37,87275,46452,39,12.54
45,94560,159838,77,3.74
58,49612,53251,39,7.75
45,19976,54792,42,6.33
66,39793,192869,0,7.34
52,50641,138697,6,20.7
27,28950,91369,16,4.68
26,122491,15424,104,2.66
45,65748,56225,35,14.74
62,101747,233169,54,4.87
43,45992,247813,39,18.48
69,131798,207784,64,2.99
36,54151,158528,26,10.75
55,102001,86399,86,4.56
25,39440,131501,55,19.08
20,72895,100377,2,10.35
31,122077,188433,93,8.64
66,106347,19852,105,19.91
21,23368,8975,102,8.53
66,130981,233096,55,20.5
39,128798,87727,84,24.23
69,85213,30683,12,13.53
47,93961,109490,58,19.92
69,138483,231335,55,16.7
63,100792,187966,19,24.64
28,109287,170778,7,10.37
24,20364,223939,39,19.06
29,28687,154684,53,19.9
45,126791,156882,105,22.93
52,78377,59855,95,13.4
42,142134,233988,94,22.34
21,24957,199039,48,23.33
57,124852,40724,37,7.82
32,122242,68820,45,8.1
34,76069,210140,97,2.48
32,74302,134347,22,24.16
68,72954,159659,20,16.79
56,59612,120022,5,11.13
52,33567,75355,54,11.31
43,47411,104966,56,14.05
19,35240,195745,31,24.19
62,34551,221147,47,11.49
43,31369,129637,33,6.86
59,101682,177531,22,11.82
42,65574,188248,44,6.23
40,120903,120006,75,3.44
30,92466,139458,107,24.38
43,112505,207347,60,4.95
22,132272,71604,2,14.49
31,54514,155414,112,2.93
22,45404,43893,50,24.87
33,96732,246405,56,14.75
49,56806,76257,69,21.94
25,107933,112103,117,11.47
47,96754,139542,111,14.16
62,39463,23974,78,18.13
58,17908,134732,117,24.84
45,52496,32412,93,10.7
36,131190,228018,8,24.36
26,70980,180279,95,12.36
54,36067,217727,46,2.93
39,28711,12192,100,7.81
60,54515,112802,109,10.98
23,25966,12922,88,20.33
23,82848,170728,84,10.85
18,18277,214089,19,3.01
53,80565,208368,68,19.32
47,131498,223451,112,7.91
25,48256,121748,17,19.15
66,64110,103775,42,6.16
40,139227,95380,85,4.66
40,46882,129581,78,11.62
20,33717,124986,71,7.4
42,60483,36861,31,19.27
59,61506,178915,64,20.38
50,84300,23653,116,24.2
21,33362,243644,107,16.24
41,94397,106661,51,17.25
18,105236,210763,26,13.15
26,136710,104750,18,4.02
47,37763,70114,112,9.04
55,45634,185018,58,2.85
23,28404,21658,37,14.75
60,57624,57003,65,5.67
36,78763,34919,64,23.03
32,91929,22351,91,15.49
51,149234,227115,20,15.61
46,63029,180621,56,15.96
20,33515,150846,8,8.01
20,77010,194356,92,14.32
49,136393,245111,84,6.2
62,20624,241447,20,7.84
48,109550,109744,111,14.08
46,88039,128688,90,17.38
22,118481,209280,32,5.18
19,90908,125009,78,8.3
33,145563,98708,98,22.42
48,60839,94738,117,23.26
34,44176,138706,110,19.82
65,19423,133772,75,17.82
69,51815,192951,117,17.0
26,19097,10083,88,12.17
23,46148,184327,101,23.35
33,144024,189923,70,20.02
21,112360,166180,67,12.53
54,120168,157859,112,6.07
20,55734,37571,58,21.37
20,48891,28423,2,11.57
41,145562,44976,108,15.84
22,40166,219440,26,6.43
66,20842,166229,113,8.01
56,139800,192808,114,17.95
31,138249,133576,92,14.35
68,77288,135718,37,19.43
64,114619,192213,29,19.32
45,140123,48832,33,2.92
25,104381,189015,15,4.99
69,119466,173247,27,19.71
54,107093,217465,10,2.52
50,146756,26304,63,24.22
36,125060,208820,92,21.39
35,87853,227287,27,2.32
60,80718,36314,105,2.67
36,91073,71554,105,7.2
52,101408,164728,77,9.16
30,40720,58836,61,16.54
52,71523,23927,83,3.15
62,148942,39122,51,23.91
34,138341,157194,80,16.82
56,35592,199538,84,21.26
61,66067,56680,42,14.18
41,40996,132395,104,22.8
